entity_id,name,canonical,entity_type,context,source,source_url
ENT_2F1757,Protothaca columbiensis,protothaca columbiensis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48196
ENT_521A8B,Protothaca asperrima,protothaca asperrima,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48195
ENT_1AA02E,Protothaca,protothaca,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31161
ENT_BA964E,Protostrongylus,protostrongylus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6265
ENT_A95A05,Rhinovirus,rhinovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6559
ENT_9F49C7,Reovirus,reovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_13809
ENT_095454,RNA viruses,rna viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_c4d41c26
ENT_92B853,RNA tumour viruses,rna tumour viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_13937
ENT_D57812,Quercus rotundifolia,quercus rotundifolia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32234
ENT_D29BBA,Pyroteuthis margaritifera,pyroteuthis margaritifera,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48822
ENT_7C217D,Pterotolithus maculatus,pterotolithus maculatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43207
ENT_C46E7E,Pterotolithus lateoides,pterotolithus lateoides,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43206
ENT_B3D7AD,Pterothrissus belloci,pterothrissus belloci,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39610
ENT_439579,Psychroteuthis glacialis,psychroteuthis glacialis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48853
ENT_77A00E,Psychroteuthidae,psychroteuthidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48852
ENT_3E4163,Psammechinus microtuberculatus,psammechinus microtuberculatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49374
ENT_FA17DD,rum cherry,rum cherry,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6290
ENT_341CB6,black cherry,black cherry,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6290
ENT_4FEEBF,Prunus serotina,prunus serotina,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6290
ENT_F6ACCE,Rubella virus,rubella virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_9cfeec42
ENT_EA9C7E,Rous sarcoma virus,rous sarcoma virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6673
ENT_4E0036,Rotylenchus,rotylenchus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31059
ENT_272A99,Rotylenchulus reniformis,rotylenchulus reniformis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31058
ENT_7D36AB,Rotylenchulus,rotylenchulus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6669
ENT_0AE472,Rottboellia exaltata,rottboellia exaltata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35176
ENT_EB4574,Rottboellia cochinchinensis,rottboellia cochinchinensis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35176
ENT_5810C0,Rottboellia,rottboellia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6668
ENT_68BA90,rotifers,rotifers,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6666
ENT_CD6F97,Rotifera,rotifera,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6666
ENT_2514AC,Rotavirus,rotavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6664
ENT_B09F3F,Ross River virus,ross river virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35374
ENT_8915D4,Rift Valley fever virus,rift valley fever virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16463
ENT_4C02FD,Rhyacionia frustrana,rhyacionia frustrana,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30379
ENT_DC80FF,beet necrotic yellow vein furovirus,beet necrotic yellow vein furovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37633
ENT_108312,Rhizomania virus,rhizomania virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37633
ENT_E114D9,Sclerotinia borealis,sclerotinia borealis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27366
ENT_80A4FF,Monilia fructigena,monilia fructigena,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6864
ENT_9D8B37,Sclerotinia,sclerotinia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6864
ENT_E1F7E9,Schmallenberg disease,schmallenberg disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_52cd47a9
ENT_AC9492,Scabiosa caucasica,scabiosa caucasica,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27363
ENT_A795C9,Scabiosa,scabiosa,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27362
ENT_20ACA1,Sarotherodon melanotheron,sarotherodon melanotheron,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43568
ENT_475ABC,Sarotherodon galilaeus,sarotherodon galilaeus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43567
ENT_9D185C,Sarotherodon,sarotherodon,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_26668
ENT_1DD7F2,round-leaf fountain palm,round-leaf fountain palm,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_684068de
ENT_82C6C7,Saribus rotundifolius,saribus rotundifolius,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_684068de
ENT_03430D,Sarcoptes suis,sarcoptes suis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30924
ENT_EC2B28,Sarcoptes canis,sarcoptes canis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30924
ENT_CA01AF,Sarcoptes scabiei,sarcoptes scabiei,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30924
ENT_9A4897,Rubivirus,rubivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1322659103994
ENT_CA5BAC,Rubia rotundifolia,rubia rotundifolia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24567cd8
ENT_C84843,Sialodacryoadenitis virus,sialodacryoadenitis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35639
ENT_67B822,Sequivirus,sequivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8f0d2083
ENT_1EB1F6,Semliki Forest virus,semliki forest virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35375
ENT_978F40,Selachimorpha (Pleurotremata),selachimorpha (pleurotremata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_46129
ENT_68E73F,Scolopax rusticola,scolopax rusticola,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_98b9ad4e
ENT_4426A5,Sclerotium oryzae sativae,sclerotium oryzae sativae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_26673
ENT_443F39,Sclerotium cepivorum,sclerotium cepivorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_26672
ENT_D63654,Sclerotium,sclerotium,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6865
ENT_F4999E,Sclerotium (Deuteromycotina),sclerotium (deuteromycotina,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6865
ENT_D12BA2,Sclerotiniaceae,sclerotiniaceae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_313e76f1
ENT_453E9F,Sclerotinia trifoliorum,sclerotinia trifoliorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27372
ENT_9AD28D,Whetzelinia sclerotiorum,whetzelinia sclerotiorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27369
ENT_92F293,Sclerotinia libertiana,sclerotinia libertiana,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27369
ENT_DF7BC6,Sclerotinia sclerotiorum,sclerotinia sclerotiorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27369
ENT_79B6FB,Sclerotinia minor,sclerotinia minor,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27368
ENT_56A444,Sclerotinia homoeocarpa,sclerotinia homoeocarpa,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27367
ENT_DBAF2B,syncytial viruses,syncytial viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_23152
ENT_A4BCD8,feline syncytial virus,feline syncytial virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_23152
ENT_D4EC3C,bovine syncytial virus,bovine syncytial virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_23152
ENT_CB80BE,Spumavirinae,spumavirinae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_23152
ENT_A6AD38,Spumavirus,spumavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_23152
ENT_37A79C,Sprivivirus,sprivivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_835a523f
ENT_B10F0C,Spottobrotula amaculata,spottobrotula amaculata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41982
ENT_0B0A72,Sporotrichum,sporotrichum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_27613
ENT_179451,Sporothrix,sporothrix,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31612
ENT_E255F4,Spirotrichia,spirotrichia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7312
ENT_A77F7B,Sphaerotheca pannosa,sphaerotheca pannosa,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34579
ENT_CD6F4B,Sphaerotheca fuliginea,sphaerotheca fuliginea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34578
ENT_39DA7A,Sphaerotheca,sphaerotheca,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7292
ENT_DC298B,Sobemovirus,sobemovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32867
ENT_750788,Smyrnium rotundifolium,smyrnium rotundifolium,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_0d2fc2cf
ENT_E88CE9,Sindbis virus,sindbis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35372
ENT_F6F78E,Tombusvirus,tombusvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32871
ENT_026FA6,Tobravirus,tobravirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32870
ENT_4B0819,Tobamovirus,tobamovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32869
ENT_E0B6EC,Tithonia rotundifolia,tithonia rotundifolia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32259
ENT_272F7E,Teschen disease,teschen disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24301
ENT_9F5DBE,Tepovirus,tepovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_da7808f7
ENT_93AFB8,Tenuivirus,tenuivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32868
ENT_13D25C,Suipoxvirus,suipoxvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16610
ENT_5F5368,Stygnobrotula latebricola,stygnobrotula latebricola,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_42016
ENT_F0DB7A,Strongylocentrotus intermedius,strongylocentrotus intermedius,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49365
ENT_23A213,Strongylocentrotus franciscanus,strongylocentrotus franciscanus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49366
ENT_BBB22A,Strongylocentrotidae,strongylocentrotidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49363
ENT_5FFD8C,common scab,common scab,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35455
ENT_16C492,Streptomyces scabies,streptomyces scabies,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35455
ENT_B0505B,Stauroteuthis syrtensis,stauroteuthis syrtensis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48696
ENT_6E21A3,Urotrygon microphthalmum,urotrygon microphthalmum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38841
ENT_9A5540,Urotrygon chilensis,urotrygon chilensis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38840
ENT_829F8A,Urotrygon aspidura,urotrygon aspidura,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38839
ENT_43405A,Uroteuthis bartschi,uroteuthis bartschi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48709
ENT_AB8249,Urolophus flavomosaicus,urolophus flavomosaicus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38826
ENT_9E3F82,Uranoscopus scaber,uranoscopus scaber,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44383
ENT_D1DDF5,Umbravirus,umbravirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_42be09fe
ENT_A0038C,Tzaneen disease,tzaneen disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_23813
ENT_CCC1A2,Tyzzer disease,tyzzer disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_15929
ENT_D43E9E,Tymovirus,tymovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32872
ENT_4F45CB,Tungrovirus,tungrovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_04c4635e
ENT_FAB1B0,Pacific Islands (Trust Territory),pacific islands (trust territory,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7986
ENT_BA21BA,Trust Territory of Pacific Islands,trust territory of pacific islands,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_7986
ENT_748A7E,Tritimovirus,tritimovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1bd35056
ENT_6F2DA7,Triatovirus,triatovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_68e206c7
ENT_8C8715,Trachyrincus scabrus,trachyrincus scabrus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41622
ENT_4298FB,innovative technology,innovative technology,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_812E8B,technology adoption,technology adoption,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_22B8F3,technology adoption in agri-SC,technology adoption in agri-sc,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_33AE2E,agri-produce,agri-produce,Crop,,kg_triples,local:extracted_kg_triples.csv
ENT_49E496,Blockchain Technology Adoption,blockchain technology adoption,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_8D8726,Wesselsbron disease,wesselsbron disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24303
ENT_BE2A5C,Waikavirus,waikavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_285ef22d
ENT_14561A,Vitivirus,vitivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2eb44446
ENT_8C1C89,Vitis rotundifolia,vitis rotundifolia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8282
ENT_B07D58,Vesiculovirus,vesiculovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8200
ENT_D92B52,Urotrygon simulatrix,urotrygon simulatrix,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38846
ENT_902509,Urotrygon rogersi,urotrygon rogersi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38845
ENT_7099F8,Urotrygon reticulata,urotrygon reticulata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38844
ENT_96FE98,Urotrygon nana,urotrygon nana,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38843
ENT_AD31B9,Urotrygon munda,urotrygon munda,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38842
ENT_CFDC62,mobile phones,mobile phones,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_D96CBD,Blockchain,blockchain,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_8F2681,Insurance facilities,insurance facilities,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_9292F2,Data analytics,data analytics,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_6F3D95,Blockchain infrastructure,blockchain infrastructure,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_01F6A2,blockchain applications,blockchain applications,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_C7A750,blockchain platform,blockchain platform,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_B1ACB5,Smart farming,smart farming,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_528FBE,comprehensive and secure systems,comprehensive and secure systems,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_9B0F84,Smart Agriculture,smart agriculture,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_FF0DC0,Precision agriculture,precision agriculture,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_3D6900,Industry 4.0,industry 4.0,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_1D1E54,Indian agri-SC,indian agri-sc,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_3174EB,BCT,bct,Technology,Abbreviation for Blockchain Technology — a distributed ledger system used in agriculture for supply chain traceability and food safety.,kg_triples,local:extracted_kg_triples.csv
ENT_B0BC23,Hyperledger fabric,hyperledger fabric,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_B3C567,blockchain technology,blockchain technology,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_42FEA1,ISM,ism,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_424E51,MCDM and ISM,mcdm and ism,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_E2512F,multicriteria decision-making techniques,multicriteria decision-making techniques,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_BB9E23,grounded theory,grounded theory,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_424683,phenomenology,phenomenology,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_783FE6,block chain technology,block chain technology,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_1FD4DD,renewable energy approaches,renewable energy approaches,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_99C2E8,blockchain-based waste collection system,blockchain-based waste collection system,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_F2CADE,blockchain-powered waste collection system,blockchain-powered waste collection system,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_3F0854,blockchain-powered ledgers,blockchain-powered ledgers,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_8CB406,blockchain-powered systems,blockchain-powered systems,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_2B50B3,Blockchain-powered IPFS,blockchain-powered ipfs,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_611E6E,Ethereum smart contracts,ethereum smart contracts,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_D287DA,Crowdfunding,crowdfunding,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_D393E4,blockchain technologies,blockchain technologies,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_DB71BB,blockchain-linked database,blockchain-linked database,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_0027A7,precision irrigation,precision irrigation,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_A97E13,IoT based sensor units,iot based sensor units,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_A3506F,Smart irrigation sensors,smart irrigation sensors,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_967A37,logistics maintenance,logistics maintenance,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_A2AD32,MICMAC analysis,micmac analysis,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_E21AD2,food chain transparency,food chain transparency,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_B5099D,logistic maintenance,logistic maintenance,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_8FF40C,Fair financial audits,fair financial audits,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_8546C8,livestock monitoring,livestock monitoring,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_63A3FE,crop and soil monitoring,crop and soil monitoring,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_ABF686,asset monitoring,asset monitoring,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_62F9F8,Weather monitoring,weather monitoring,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_2389BF,smart irrigation,smart irrigation,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_F9E3D5,DEMATEL,dematel,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_D25BD8,ISM-DEMATEL,ism-dematel,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_415B96,ISM-MICMAC methodology,ism-micmac methodology,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_86B15A,cloud adoption,cloud adoption,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_CCE62A,Block chain ready manufacturing supply chain,block chain ready manufacturing supply chain,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_C7D653,"Smart sensing, communication, and control","smart sensing, communication, and control",Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_75AE30,Nano-food packaging,nano-food packaging,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_9F2726,ISM-DEMATEL methodology,ism-dematel methodology,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_C17594,BCT migration,bct migration,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_8E5799,ISM-DEMATEL technique,ism-dematel technique,Agri_Method,,kg_triples,local:extracted_kg_triples.csv
ENT_B8BC0F,block chain,block chain,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_51A078,"Smart contracts, provenance tracking or traceability, and finance innovation","smart contracts, provenance tracking or traceability, and finance innovation",Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_0DEF0A,BCT-assisted livestock monitoring,bct-assisted livestock monitoring,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_80CC79,BCT assisted real-time information,bct assisted real-time information,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_0F219D,blockchain assisted smart irrigation,blockchain assisted smart irrigation,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_FE3831,vehicular ad-hoc networks vehicles,vehicular ad-hoc networks vehicles,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_515D78,BCT-based system,bct-based system,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_5A72CA,BCT-based monitoring systems,bct-based monitoring systems,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_648917,irrigation,irrigation,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_29D403,food traceability in agri-SCs,food traceability in agri-scs,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_D9F546,supply chain management of agri-produce,supply chain management of agri-produce,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_E416D8,supply chain management,supply chain management,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_16712C,harvesting of crop,harvesting of crop,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_64C948,sowing of seeds,sowing of seeds,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_0789F1,agriculture,agriculture,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_901388,Agricultural supply chain,agricultural supply chain,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_4D8F99,BCT adoption in the agriculture supply chain,bct adoption in the agriculture supply chain,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_9EE628,identifying the factors and ranking them based on their extent of influence,identifying the factors and ranking them based on their extent of influence,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_026B89,Agriculture Supply Chain,agriculture supply chain,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_EFC386,Multiplatform application,multiplatform application,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_9EDAD9,eFarm,efarm,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_F099F1,Blockchain for 5G-enabled IoT,blockchain for 5g-enabled iot,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_E76DAB,Industry 4.0 adoption,industry 4.0 adoption,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_3AED67,Industry 4.0 IoT enablers,industry 4.0 iot enablers,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_044D93,property transfer,property transfer,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_FBCA0D,storage of digital records,storage of digital records,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_A3334A,Manufacturing Execution systems,manufacturing execution systems,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_42ED81,Enterprise Resource planning,enterprise resource planning,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_2B1B0C,real application of blockchain technology,real application of blockchain technology,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_D75945,Internet of Things (IoT),internet of things (iot,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_49DADD,agri-SC,agri-sc,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_484D16,BCT adoption,bct adoption,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_D33293,"smart irrigation, asset monitoring, and smart farming","smart irrigation, asset monitoring, and smart farming",Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_F4EDE0,use BCT to track crops,use bct to track crops,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_804B31,provide better and synchronized communication among supply chain stakeholders,provide better and synchronized communication among supply chain stakeholders,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_3960A1,mitigating related risks,mitigating related risks,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_881F26,"manage demand and supply of available resource, product shelf-life, and reduce inventory costs","manage demand and supply of available resource, product shelf-life, and reduce inventory costs",Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_2BA8DD,mitigate problems faced by stakeholders due to poor processes and primitive technologies,mitigate problems faced by stakeholders due to poor processes and primitive technologies,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_82B6B3,"tracking its meat, milk, and fruit production","tracking its meat, milk, and fruit production",Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_24B4DB,tracking foods,tracking foods,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_FA5328,executing commodity transactions,executing commodity transactions,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_FFA1CD,automated execution of actions,automated execution of actions,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_F26779,enhanced data security,enhanced data security,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_FD9D1C,manage data and information,manage data and information,Agri_Process,,kg_triples,local:extracted_kg_triples.csv
ENT_64192A,IoT,iot,Technology,,kg_triples,local:extracted_kg_triples.csv
ENT_0D8BC0,ICT resources,ict resources,Technology,,kg_triples,local:extracted_kg_triples.csv
