entity_id,name,canonical,entity_type,context,source,source_url
PV_0023_V161,yellow shoot disease,yellow shoot disease,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0023_V159,haunglongbing,haunglongbing,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0023,Citrus Haunglongbing,citrus haunglongbing,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0037,Soybean Sudden Death Syndrome,soybean sudden death syndrome,Disease,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0037_V250,soybean SDS,soybean sds,Disease,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0037_V252,soybean sudden death,soybean sudden death,Disease,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0037_V248,Sudden Death Syndrome,sudden death syndrome,Disease,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0037_V249,SDS,sds,Disease,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0037_V251,Fusarium sudden death,fusarium sudden death,Disease,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0025,Peach Bacterial Spot,peach bacterial spot,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0025_V173,Xanthomonas peach spot,xanthomonas peach spot,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0010_V074,Cladosporium leaf mold,cladosporium leaf mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0010_V073,tomato mold,tomato mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0010,Tomato Leaf Mold,tomato leaf mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0010_V072,leaf mould,leaf mould,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0010_V071,leaf mold of tomato,leaf mold of tomato,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0032_V217,Pst,pst,Disease,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0032_V214,yellow rust of wheat,yellow rust of wheat,Disease,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0032_V215,YR,yr,Disease,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0032_V213,STRIPE RUST,stripe rust,Disease,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0025_V171,bacterial spot of peach,bacterial spot of peach,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0025_V172,PBS,pbs,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0032_V218,wheat yellow rust,wheat yellow rust,Disease,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0032_V212,Wheat Stripe Rust,wheat stripe rust,Disease,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
ENT_01E510,Banana bunchy top virus,banana bunchy top virus,Disease,Banana bunchy top virus (BBTV) is a plant pathogenic virus of the family Nanoviridae known for infecting banana plants and other crops. It is aphid transmitted.,wikipedia,https://en.wikipedia.org/wiki/Banana_bunchy_top_virus
PV_0008_V057,early blight,early blight,Disease,Fungal disease of tomato and potato caused by Alternaria solani. Produces concentric ring lesions giving a target-board appearance on lower leaves first.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0008_V055,Early Blight of Tomato,early blight of tomato,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0008_V060,early blight disease,early blight disease,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0008_V058,EB,eb,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0008_V059,Alternaria blight,alternaria blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0008_V054,Tomato Early Blight,tomato early blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0013_V091,TARGET SPOT,target spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0013,Tomato Target Spot,tomato target spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0013_V093,Corynespora spot,corynespora spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0013_V092,target spot of tomato,target spot of tomato,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0024_V164,STRAWBERRY LEAF SCORCH,strawberry leaf scorch,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0033,Wheat Leaf Rust,wheat leaf rust,Disease,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0024_V165,leaf scorch of strawberry,leaf scorch of strawberry,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0024_V166,strawberry scorch,strawberry scorch,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0024_V167,SLS,sls,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0013_V094,target leaf spot,target leaf spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0033_V222,brown rust of wheat,brown rust of wheat,Disease,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0033_V225,Pt,pt,Disease,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0033_V223,LR,lr,Disease,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0033_V224,leaf rust,leaf rust,Disease,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0033_V226,wheat brown rust,wheat brown rust,Disease,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0034_V231,WPM,wpm,Disease,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0026_V178,PBS pepper,pbs pepper,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0026,Pepper Bacterial Spot,pepper bacterial spot,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0034_V228,Wheat Powdery Mildew,wheat powdery mildew,Disease,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0034_V230,powdery mildew of wheat,powdery mildew of wheat,Disease,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0026_V177,bacterial spot of pepper,bacterial spot of pepper,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0034_V232,cereal powdery mildew,cereal powdery mildew,Disease,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0011_V081,leaf spot of tomato,leaf spot of tomato,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0011_V079,septoria blight,septoria blight,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0011_V078,Septoria spot,septoria spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0011,Tomato Septoria Leaf Spot,tomato septoria leaf spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0035_V236,head scab,head scab,Disease,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0006_V039,Grey Leaf Spot,grey leaf spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0006_V042,Cercospora leaf spot of maize,cercospora leaf spot of maize,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0006_V041,GLS,gls,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0006_V038,Gray Leaf Spot,gray leaf spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0006_V043,gray spot,gray spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0035_V238,scab of wheat,scab of wheat,Disease,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0035_V237,Fusarium scab,fusarium scab,Disease,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0035_V235,FHB,fhb,Disease,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0035,Wheat Fusarium Head Blight,wheat fusarium head blight,Disease,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0035_V239,head blight,head blight,Disease,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0011_V077,SEPTORIA LEAF SPOT,septoria leaf spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0012_V087,TSSM,tssm,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0012_V086,two spotted spider mite,two spotted spider mite,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0003_V016,CEDAR APPLE RUST,cedar apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0003_V017,cedar-apple rust,cedar-apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0003_V020,Gymnosporangium rust,gymnosporangium rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0012,Tomato Spider Mites,tomato spider mites,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0012_V084,Spider Mite of Tomato,spider mite of tomato,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0012_V085,SPIDER MITES,spider mites,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0012_V088,Tetranychus infestation,tetranychus infestation,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0003_V018,CAR,car,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0003_V019,apple rust,apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0015_V103,Tomato Mosaic Virus,tomato mosaic virus,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0015_V104,ToMV,tomv,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0015_V108,tobacco mosaic virus,tobacco mosaic virus,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0015_V107,mosaic virus of tomato,mosaic virus of tomato,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0015_V105,tomato mosaic,tomato mosaic,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0015_V106,TMV,tmv,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0014,Tomato Yellow Leaf Curl Virus,tomato yellow leaf curl virus,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0014_V098,yellow leaf curl,yellow leaf curl,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0014_V097,TYLCV,tylcv,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0014_V101,yellow curl virus,yellow curl virus,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0014_V100,YLCV,ylcv,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0014_V099,tomato leaf curl,tomato leaf curl,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V025,maize rust,maize rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V026,common corn rust,common corn rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V022,Corn Common Rust,corn common rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V028,CCR,ccr,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V023,Common Rust of Maize,common rust of maize,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0009,Tomato Bacterial Spot,tomato bacterial spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0009_V063,BACTERIAL SPOT,bacterial spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0009_V067,Xanthomonas spot,xanthomonas spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0009_V065,bacterial spot of tomato,bacterial spot of tomato,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0009_V066,TBS,tbs,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V027,Puccinia rust,puccinia rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0004_V024,COMMON RUST,common rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0036_V246,SBR,sbr,Disease,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0036_V242,SOYBEAN RUST,soybean rust,Disease,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
PV_0036_V244,ASR,asr,Disease,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
